record_id,source,doi,pmid,year,venue,title,reviewer_decision,reviewer_reason_code,reviewer_notes,leakage_note,author_protocol_claim_seen,protocol_red_flag,protocol_red_flag_type,protocol_red_flag_note
SCR-0105,WoS/Scopus,10.1016/j.bspc.2023.105223,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A Bi-Stream hybrid model with MLPBlocks and self-attention mechanism for EEG-based emotion reco,include-candidate,include,EEG cross-subject emotion (journal),subject-independent (train/test different identities); DEAP/DREAMER,subject-independent,no,,split-level not fully shown but SI framed as identity-disjoint
SCR-0106,WoS/Scopus,10.1016/j.bspc.2023.105875,,2024,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A subject-independent portable emotion recognition system using synchrosqueezing wavelet transf,include-candidate,include,EEG cross-subject emotion (journal),subject-independent LOSO-CV; ResNet-18 fine-tune; SEED-IV/V/GER/FRA,subject-independent; LOSO,no,,
SCR-0107,WoS/Scopus,10.1016/j.bspc.2024.106249,,2024,BIOMEDICAL SIGNAL PROCESSING AND CONTR,AC-CfC: An attention-based convolutional closed-form continuous-time neural network for raw mul,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0108,WoS/Scopus,10.1016/j.bspc.2024.106276,,2024,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Exploring non-Euclidean relationships in EEG emotion recognition: A dynamic graph attention net,exclude,exclude ,no-subject-separation,80-20 split + 5-folds CV,,,,
SCR-0109,WoS/Scopus,10.1016/j.bspc.2024.106323,,2024,BIOMEDICAL SIGNAL PROCESSING AND CONTR,FBN-TCN: Temporal convolutional neural network based on spatial domain fusion brain networks fo,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0110,WoS/Scopus,10.1016/j.bspc.2024.106465,,2024,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Knowledge distillation based lightweight domain adversarial neural network for electroencephalo,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0111,WoS/Scopus,10.1016/j.bspc.2024.106553,,2024,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Multimodal machine learning approach for emotion recognition using physiological signals,unclear-needs-fulltext,unclear-needs-fulltext,physiological signals; EEG inclusion unclear,,,,,
SCR-0112,WoS/Scopus,10.1016/j.bspc.2024.106716,,2024,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A novel multi-source contrastive learning approach for robust cross-subject emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0113,WoS/Scopus,10.1016/j.bspc.2024.106912,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,FMLAN: A novel framework for cross-subject and cross-session EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0114,WoS/Scopus,10.1016/j.bspc.2024.106953,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,MSS-JDA: Multi-Source Self-Selected Joint Domain Adaptation method based on cross-subject EEG e,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0115,WoS/Scopus,10.1016/j.bspc.2024.106957,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A convolution and attention-based conditional adversarial domain adaptation neural network for ,include-candidate,include,EEG cross-subject emotion (journal),conditional adversarial UDA; SD + SI on SEED; SI ~81%,subject-independent; domain adaptation,no,,
SCR-0116,WoS/Scopus,10.1016/j.bspc.2024.107337,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Multi-source EEG emotion recognition via dynamic contrastive domain adaptation,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0117,WoS/Scopus,10.1016/j.bspc.2024.107462,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Emotion recognition based on EEG signals and face images,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0118,WoS/Scopus,10.1016/j.bspc.2025.107511,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Cross-subject emotion recognition with contrastive learning based on EEG signal correlations,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0119,WoS/Scopus,10.1016/j.bspc.2025.107536,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Multiple class transfer learning framework with source label adaptive correction for EEG emotio,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0120,WoS/Scopus,10.1016/j.bspc.2025.107550,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A coupling of common-private topological patterns learning approach for cross-subject emotion r,include-candidate,include,EEG cross-subject emotion (journal),LOSO per session; cross-subject; SEED/SEED-IV/DEAP,subject-independent; LOSO,no,,
SCR-0121,WoS/Scopus,10.1016/j.bspc.2025.107622,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Contrastive reinforced transfer learning for EEG-based emotion recognition with consideration o,include-candidate,include,EEG cross-subject emotion (journal),contrastive reinforced TL; unlabeled target; cross-subject/session,cross-subject/cross-session; transfer learning,no,,
SCR-0122,WoS/Scopus,10.1016/j.bspc.2025.108016,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Multi-source domain separation adversarial domain adaptation for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),multi-source adversarial UDA; unlabeled target + pseudo-labels; cross-session; SEED,cross-subject/cross-session; UDA,no,,
SCR-0123,WoS/Scopus,10.1016/j.bspc.2025.108231,,2025,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Cross-subject emotion recognition by EEG driven spatio-temporal hybrid network based on domain ,include-candidate,include,EEG cross-subject emotion (journal),MMD-based UDA; multi-source selection; cross-subject,cross-subject; domain adaptation,no,,
SCR-0124,WoS/Scopus,10.1016/j.bspc.2025.108372,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A contrastive learning model of attentional enhancement for EEG cross-subject emotion recogniti,include-candidate,include,EEG cross-subject emotion (journal),subject-disjoint 3-fold CV (10 train/5 test subjects); source real + target pseudo-labels; SEED,cross-subject; 3-fold subject-disjoint,no,,
SCR-0125,Scopus,10.1016/j.bspc.2025.108454,,2026,Biomedical Signal Processing and Contr,How EEG-based cross-subject driving emotion is recognized: A multi-source transfer manifold lea,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0126,WoS/Scopus,10.1016/j.bspc.2025.108556,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Graph Filtering-Based Multi-Granularity Spatial-Frequency Convolutional Attention Fusion Networ,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0127,WoS,10.1016/j.bspc.2025.108629,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,EA-FUSION: A multimodal emotion recognition model using EEG and facial expression data,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0128,WoS/Scopus,10.1016/j.bspc.2025.108865,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Adaptive Threshold Local-Global learning for semi-supervised EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised; small labeled + unlabeled target; pseudo-labels; cross-subject,cross-subject; semi-supervised,no,,
SCR-0129,WoS/Scopus,10.1016/j.bspc.2025.108968,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,TSCANet: A temporal and spatial cross-averaged network for EEG-based momentary emotion recognit,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0130,WoS/Scopus,10.1016/j.bspc.2026.109515,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Multi-scale graph convolutional EEG emotion recognition method driven by dynamic channel state ,include-candidate,include,EEG cross-subject emotion (journal),subject-dependent + subject-independent on SEED; pretrain(unlabeled)+finetune; DE,subject-independent; subject-dependent,no,,
SCR-0131,Scopus,10.1016/j.bspc.2026.109591,,2026,Biomedical Signal Processing and Contr,An ensemble of CGAN and XGBoost for emotion recognition from EEG spectral features,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0132,WoS/Scopus,10.1016/j.bspc.2026.109623,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A dual-branch multiscale model based on Bi-Mamba for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),ten-fold subject-disjoint CV (no subject in both train/test; leakage-controlled); DEAP/SEED/SEED-IV,subject-independent; subject-disjoint 10-fold,no,,explicitly prevents subject overlap
SCR-0133,WoS/Scopus,10.1016/j.bspc.2026.109669,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Identifying relevant EEG features for personalized emotional videos: a cross-population analysi,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0134,WoS/Scopus,10.1016/j.bspc.2026.109740,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,DDMGCN: Deep Dynamic Multi-Graph Convolutional Neural Network for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),subject-dependent + subject-independent on SEED/DREAMER; DE features,subject-independent; subject-dependent,no,,
SCR-0135,WoS/Scopus,10.1016/j.bspc.2026.109830,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,DIMER: EEG-based DNA-inspired multi-dimension feature emotion quantization recognition method,include-candidate,include,EEG cross-subject emotion (journal),subject-independent CLAIMED but 5-fold random KFold on DEAP (subject-mixed); near-ceiling 94.82%,subject-independent (claimed); 5-fold random,yes,subject-mixed-kfold,subject-independent 94.82% on DEAP via 5-fold random KFold; subjects not separated (subject-mixed); near-ceiling
SCR-0136,WoS/Scopus,10.1016/j.bspc.2026.109856,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,"STPA-Net: integrating spatio-temporal convolutional, multi-scale feature pyramid, and multi-att",include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0137,WoS/Scopus,10.1016/j.bspc.2026.109976,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Learning unified brain region representation for cross-dataset EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0138,WoS/Scopus,10.1016/j.bspc.2026.110077,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Selective channel bypassing meets capsules: Efficient and robust EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),subject-dependent = within-subject random 10-fold window-level (inflated; disclosed); subject-independent = cross-subject ~76% DEAP (clean),subject-dependent + subject-independent (cross-subject),no,,SD window-level 10-fold inflates SD numbers but labelled SD; cross-subject arm is clean
SCR-0139,WoS/Scopus,10.1016/j.bspc.2026.110140,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,An interpretable deep learning model for EEG emotion recognition using the Rashomon effect,include-candidate,include,EEG cross-subject emotion (journal),rigorous LOSO validation; DEAP/DREAMER; interpretability (48 pipelines),subject-independent; LOSO,no,,reported 90%+ F1 vs 54% acc across ablations; LOSO stated
SCR-0140,WoS/Scopus,10.1016/j.bspc.2026.110278,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,DSTFT: A dual path spatial-temporal fusion transformer for EEG emotion recognition based on att,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0141,WoS/Scopus,10.1016/j.bspc.2026.110299,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,HEAT: Hierarchical Emotion Adaptation with Progressive Thresholding for EEG Emotion and Conscio,include-candidate,include,EEG cross-subject emotion (journal),hierarchical DA; progressive pseudo-labeling; unlabeled target; cross-subject,cross-subject; semi-supervised DA,no,,
SCR-0142,WoS/Scopus,10.1016/j.bspc.2026.110302,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,AST-CLNet: EEG emotion recognition based on dual-branch adaptive graph convolution and contrast,include-candidate,include,EEG cross-subject emotion (journal),within-subject 10-fold (SD) + cross-subject (SI ~82-88%) on SEED/SEED-IV,subject-dependent + subject-independent,no,,
SCR-0143,WoS/Scopus,10.1016/j.bspc.2026.110350,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,EEG-based emotion recognition using super-resolution superlet transform and self-attention conv,include-candidate,include,EEG cross-subject emotion (journal),strict trial-level CV to eliminate leakage; critiques image-level splitting (+15-23pt inflation); DEAP/DREAMER,subject-dependent + subject-independent; trial-level CV,no,,leakage-aware exhibit; explicitly prevents trial/segment leakage
SCR-0144,WoS,10.1016/j.bspc.2026.110501,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Multi-view cross-modal contrastive representation learning with domain adaptation for multi-mod,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0145,WoS/Scopus,10.1016/j.bspc.2026.110528,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Cross-subject EEG emotion recognition based on dynamic spatiotemporal feature fusion with the D,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0146,WoS/Scopus,10.1016/j.bspc.2026.110637,,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Multi-scale spatiotemporal feature coupling and adversarial domain adaptation for EEG emotion r,include-candidate,include,EEG cross-subject emotion (journal),LOSO per session (prevents temporal leakage); adversarial DA; SEED/DEAP,subject-independent; LOSO,no,,
SCR-0147,Scopus,10.1016/j.bspc.2026.110816,,2026,Biomedical Signal Processing and Contr,ST-AlignNet: Semantic alignment with temporal saliency filtering for emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),subject-dependent (97.95%) + subject-independent (70.86%; realistic),subject-dependent + subject-independent,no,,
SCR-0148,WoS/Scopus,10.1016/j.cogsys.2023.101152,,2023,COGNITIVE SYSTEMS RESEARCH,A systematic literature review of emotion recognition using EEG signals,exclude,non-primary-study,systematic literature review,,,,,
SCR-0149,WoS/Scopus,10.1016/j.comcom.2020.10.004,,2020,COMPUTER COMMUNICATIONS,Multi-reservoirs EEG signal feature sensing and recognition method based on generative adversar,unclear-needs-fulltext,unclear-needs-fulltext,construct/emotion not stated in title,GAN-based DA; LOSO on DEAP (also SAP); pseudo-labels; 4-class,cross-subject; LOSO; domain adaptation,no,,full text confirms EEG emotion (DEAP) + LOSO
SCR-0150,WoS/Scopus,10.1016/j.compbiomed.2016.10.019,,2016,COMPUTERS IN BIOLOGY AND MEDICINE,Unsupervised domain adaptation techniques based on auto-encoder for non-stationary EEG-based em,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0151,WoS,10.1016/j.compbiomed.2020.103875,,2020,COMPUTERS IN BIOLOGY AND MEDICINE,Selecting transferrable neurophysiological features for inter-individual emotion recognition vi,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0152,WoS/Scopus,10.1016/j.compbiomed.2021.104867,,2021,COMPUTERS IN BIOLOGY AND MEDICINE,PrimePatNet87: Prime pattern and tunable q-factor wavelet transform techniques for automated ac,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0153,WoS/Scopus,10.1016/j.compbiomed.2021.105048,,2022,COMPUTERS IN BIOLOGY AND MEDICINE,An adversarial discriminative temporal convolutional network for EEG-based cross-domain emotion,include-candidate,include,EEG cross-subject emotion (journal),adversarial discriminative TCN UDA; unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0154,WoS/Scopus,10.1016/j.compbiomed.2021.105080,,2022,COMPUTERS IN BIOLOGY AND MEDICINE,A novel ensemble learning method using multiple objective particle swarm optimization for subje,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0155,WoS,10.1016/j.compbiomed.2022.105327,,2022,COMPUTERS IN BIOLOGY AND MEDICINE,EEG-based emotion charting for Parkinson's disease patients using Convolutional Recurrent Neura,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0156,WoS/Scopus,10.1016/j.compbiomed.2022.105519,,2022,COMPUTERS IN BIOLOGY AND MEDICINE,Cross-subject EEG emotion recognition combined with connectivity features and meta-transfer lea,include-candidate,include,EEG cross-subject emotion (journal),meta-transfer connectivity; subject-independent ~99.1% (near-ceiling),subject-independent; meta-transfer,unclear,claim-method-mismatch-suspected,subject-independent accuracy ~99.1% is near-ceiling/implausible for genuine cross-subject; verify subject separation and meta-task (support-sample) use
SCR-0157,WoS/Scopus,10.1016/j.compbiomed.2022.106463,,2023,COMPUTERS IN BIOLOGY AND MEDICINE,TC-Net: A Transformer Capsule Network for EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
